symbol,Date,Open,High,Low,Close,Volume
FDX,2025-08-04,214.6370912254423,215.1293781319227,212.76640699017855,214.1349639892578,1819900
FDX,2025-08-05,214.2629479729363,219.70763994667172,213.35714186949542,218.97906494140625,1972800
FDX,2025-08-06,219.97346876821263,224.3351383592277,218.2307689976515,222.95672607421875,2130700
FDX,2025-08-07,225.22125439048452,226.451971627591,220.65283260728145,221.19435119628906,1454600
FDX,2025-08-08,222.53337509816353,225.14248966601974,218.98890339899663,224.5320587158203,1324800
FDX,2025-08-11,225.01449424469297,227.83037597123197,218.7821551837971,221.14512634277344,1522400
FDX,2025-08-12,223.5080784692225,229.96689479901434,222.5628960954794,226.865478515625,1921000
FDX,2025-08-13,226.45197274628015,227.17070740974788,216.6062348007897,226.9442596435547,3386600
FDX,2025-08-14,224.89633320615,229.75028958496947,223.54747198193303,227.50546264648438,1616800
FDX,2025-08-15,227.8697528024195,228.52941541702864,223.59670630118248,223.7542266845703,1798700
FDX,2025-08-18,221.8047756808882,224.93572805310401,220.2983790283987,224.20713806152344,1318000
FDX,2025-08-19,225.8218590406375,230.981031427717,225.18189204692212,229.53370666503906,1409800
FDX,2025-08-20,228.53926297347218,229.82905223263066,223.62624938395723,223.70501708984375,1285100
FDX,2025-08-21,222.81888884012986,223.7936222867834,221.22388413051823,221.80477905273438,1431800
FDX,2025-08-22,223.28164575885467,234.41717306287006,223.28164575885467,233.14707946777344,1750400
FDX,2025-08-25,232.28065444300023,233.34399597429922,228.01744798800306,229.40570068359375,1470300
FDX,2025-08-26,228.9134162783742,229.238327446223,226.4126053516955,227.53501892089844,1743800
FDX,2025-08-27,227.26916728815272,229.2678508583432,226.6587363524503,228.6278839111328,1083900
FDX,2025-08-28,229.39586075798456,229.39586075798456,224.51236797860727,227.702392578125,1400500
FDX,2025-08-29,227.9681984854658,229.56321816952854,226.4224255167753,227.50546264648438,1485500
FDX,2025-09-02,222.50383186743045,223.6951577169706,219.40241547542533,220.72174072265625,2077300
FDX,2025-09-03,221.529094354898,222.61213149221658,220.0620740549671,221.8638458251953,1723900
FDX,2025-09-04,222.20845790650637,222.20845790650637,217.8960199601892,221.80477905273438,1773800
FDX,2025-09-05,220.9974330090209,226.1172135616483,220.89896962355752,224.20713806152344,1665400
FDX,2025-09-08,224.92057817867956,224.92057817867956,220.0355162454024,222.94871520996094,2092700
FDX,2025-09-09,222.41364661499068,224.5440394173336,221.95783369670542,223.69187927246094,1192900
FDX,2025-09-10,223.59278723539515,225.92136879496877,222.48300289364656,223.63243103027344,1446200
FDX,2025-09-11,220.29316143943794,228.21030857246143,220.29316143943794,226.72398376464844,1931400
FDX,2025-09-12,225.1880987386487,228.84445997338528,224.920571174895,227.4572296142578,1688800
FDX,2025-09-15,229.60745549540826,230.46951903803958,223.60270574395358,223.63243103027344,2151500
FDX,2025-09-16,226.704158781701,227.90313409634427,223.781056390053,225.6240997314453,1833700
FDX,2025-09-17,223.46397920958208,230.7469615180263,222.32445447964116,223.7216033935547,3123300
FDX,2025-09-18,225.80246698033173,227.01134568601478,222.73072303251197,224.43504333496094,6374100
FDX,2025-09-19,226.21863257332615,233.17463671676452,223.1865324676338,229.63717651367188,8388400
FDX,2025-09-22,227.91303593627035,228.8940157324935,223.39461103186824,228.02203369140625,3850600
FDX,2025-09-23,228.5571187473099,233.67998299192325,228.29947944299224,231.56939697265625,2879700
FDX,2025-09-24,231.12350067301867,233.7295282627411,231.10367877600007,231.6189422607422,1687000
FDX,2025-09-25,231.22259912103135,234.56187064295113,230.38034235915907,234.2646026611328,1768800
FDX,2025-09-26,234.83932396803957,239.79374008550874,232.49093556665616,235.65185546875,2298200
FDX,2025-09-29,236.86070560346212,237.23724604524497,232.21347625043845,234.4231414794922,1304500
FDX,2025-09-30,232.8872838007441,233.76916926862506,229.78581445969297,233.66017150878906,1444100
FDX,2025-10-01,232.86745541291526,238.05968882453436,232.1639368078623,237.36607360839844,1432400
FDX,2025-10-02,237.64351997075812,243.14292476164528,236.82108509935716,240.11082458496094,1761300
FDX,2025-10-03,240.86389373814464,243.42037424743506,240.5468038518708,242.37994384765625,1739400
FDX,2025-10-06,242.51866530161357,247.80997800674427,241.38905904861176,244.7778778076172,2034400
FDX,2025-10-07,245.42194358435714,246.6010970108608,240.01172978233498,240.1207275390625,1377300
FDX,2025-10-08,236.01847239177383,240.1504535312974,234.8393189618045,237.7425994873047,1636700
FDX,2025-10-09,239.3082028647535,240.38827707383874,233.57099562936426,234.83932495117188,1254700
FDX,2025-10-10,236.3355404632976,236.4742635029149,222.56227038816027,222.58209228515625,2436200
FDX,2025-10-13,225.0890307059811,228.636394366339,224.06842222243338,227.5563201904297,1351200
FDX,2025-10-14,225.92135926831156,232.95663571445,224.94037950208912,232.53054809570312,1227700
FDX,2025-10-15,233.34308193394287,235.30502636683906,229.21110095087374,233.65025329589844,1453500
FDX,2025-10-16,234.83932845098462,236.82109493580307,230.87579548134778,234.75015258789062,1414600
FDX,2025-10-17,234.75013363321867,237.7128646122052,233.9078768973067,235.63201904296875,1592000
FDX,2025-10-20,236.0085433580096,239.39737706430307,235.60229275411015,237.62368774414062,893300
FDX,2025-10-21,236.7219859618116,243.98516149501333,236.19681908530322,240.62606811523438,1142200
FDX,2025-10-22,241.44851304232355,242.96456316336335,237.01926382762196,237.22735595703125,1092400
FDX,2025-10-23,237.98040830091475,239.20910887054617,232.3918278462433,235.99864196777344,1311500
FDX,2025-10-24,237.50479604932042,240.021632718539,236.26619205233385,238.95147705078125,1105300
FDX,2025-10-27,242.53849047203633,246.2047553693433,242.07277414814206,245.08505249023438,1586200
FDX,2025-10-28,248.71167994098752,251.68432950203518,247.12626079389108,247.27490234375,1792100
FDX,2025-10-29,246.77945726367412,250.31690232911052,245.73902690807142,247.36407470703125,1488500
FDX,2025-10-30,246.78937263555952,250.38628356655943,245.84803659942136,246.66055297851562,1767600
FDX,2025-10-31,245.6894867715166,253.20038325274436,245.2534957437374,251.5059814453125,1642600
FDX,2025-11-03,250.49527774516065,252.32840260624266,247.55235341089482,250.6835479736328,1591900
FDX,2025-11-04,248.71168189072313,252.9625641436873,248.71168189072313,249.5836639404297,1602600
FDX,2025-11-05,249.3557553454272,256.82702326369053,247.96852489041495,253.76519775390625,1682200
FDX,2025-11-06,253.7453762176482,258.92770664148145,253.61657167304585,256.5000305175781,2224400
FDX,2025-11-07,256.480191281366,261.10762890375065,255.91538062761927,259.7005615234375,1648800
FDX,2025-11-10,259.61139592167405,260.06719372230333,251.37715902742892,251.57533264160156,2020800
FDX,2025-11-11,252.2590319659152,267.8555380554969,251.68431792951023,265.27923583984375,3520100
FDX,2025-11-12,265.69544466823777,269.4905141461212,264.9621705128988,266.2206115722656,1751100
FDX,2025-11-13,267.3997247284164,268.7275348215438,264.1397407862689,264.9027099609375,1308100
FDX,2025-11-14,263.07948012217065,267.2312829997442,261.9796143246856,265.1206970214844,1576800
FDX,2025-11-17,263.5848576449267,266.25033595233054,260.6022894465301,262.3165283203125,1770000
FDX,2025-11-18,260.0374505729511,262.53449539476725,257.42153485408795,260.6815185546875,1550000
FDX,2025-11-19,260.6815383641951,263.1686648671933,258.47188818635397,260.17620849609375,1035300
FDX,2025-11-20,263.07949921710986,268.3014429858348,260.59237261759694,260.7013854980469,1572500
FDX,2025-11-21,261.0283639071291,269.12389326002824,260.72119252275866,266.9736633300781,1723400
FDX,2025-11-24,266.3592928200617,267.96451865877685,263.45601249501004,264.5459899902344,1920400
FDX,2025-11-25,266.4980706520089,272.4929024092696,265.5864447277222,271.3731994628906,1270400
FDX,2025-11-26,271.7992271388266,274.0782764535631,270.1147439820419,273.3152770996094,1024400
FDX,2025-11-28,272.730665493845,274.34580984866466,271.8983272858316,273.1666564941406,506700
FDX,2025-12-01,272.56226136033166,273.3846811480651,270.2336796875583,270.8480224609375,1227100
FDX,2025-12-02,270.51111802899584,270.9471090632826,264.8333463138674,267.90509033203125,1615300
FDX,2025-12-03,268.42036602953067,271.71007528959535,266.26021765981756,267.984375,1707800
FDX,2025-12-04,269.27252479657733,273.3153151754185,263.5749460750306,271.5515441894531,2046600
FDX,2025-12-05,271.49208456529806,274.0783055015277,270.51111985122276,271.78936767578125,1034000
FDX,2025-12-08,274.96017699094045,276.9815872410939,273.53330272487403,274.1179504394531,1310500
FDX,2025-12-09,273.97920926941055,275.6736111020317,272.4730776670091,272.6217041015625,866200
FDX,2025-12-10,273.0081156709203,282.8872219246806,272.7901201674925,281.7179870605469,1310000
FDX,2025-12-11,282.06481467489004,285.8103519524742,281.7576433027636,282.1837158203125,1357600
FDX,2025-12-12,283.3925808390091,284.91854935669977,280.6181201153478,281.7477111816406,1224300
FDX,2025-12-15,281.16010832608214,281.8572940025577,277.57466883093156,280.0944519042969,2001000
FDX,2025-12-16,280.87129328070097,282.9428811617278,279.7159735491149,281.3194580078125,1630700
FDX,2025-12-17,281.30951666800786,283.849207949818,280.2338605433608,281.0704650878906,1559700
FDX,2025-12-18,281.99672263197573,286.8868697794498,280.4629324927316,285.96063232421875,4062500
FDX,2025-12-19,270.9614640311888,289.3867640736818,269.70654197777736,287.61395263671875,5704800
FDX,2025-12-22,286.3291603411887,291.6974111357838,285.31328984912807,291.5978088378906,2401700
FDX,2025-12-23,291.81690703442547,294.2470570876938,289.6556558170036,294.0179748535156,1725200
FDX,2025-12-24,293.1813792901015,294.90440478716954,291.53804778751766,294.7052001953125,644000
FDX,2025-12-26,294.1374912095798,295.4422296014092,293.0220184539682,295.1334533691406,700400
FDX,2025-12-29,294.804794621888,295.8007567658808,289.93452514847365,291.7073669433594,1356800
FDX,2025-12-30,291.3985866029568,293.46023550656736,289.59589757932207,289.8847351074219,927600
FDX,2025-12-31,289.94448763396986,290.30304980238446,287.6338482199478,287.693603515625,802200
FDX,2026-01-02,287.76332756042075,292.21527944522245,286.58809955541136,291.9463806152344,1299800
FDX,2026-01-05,290.8607830019657,296.7967086648441,290.2034443622985,296.2588806152344,1682000
FDX,2026-01-06,295.9302360179241,306.8559419278336,295.9302360179241,306.6866149902344,3027000
FDX,2026-01-07,304.6648012625871,309.3856822994891,303.1808274551451,306.0890197753906,1970100
FDX,2026-01-08,305.04328050469,314.1264502833941,303.32025507475015,307.76226806640625,2495200
FDX,2026-01-09,312.7520251910191,317.54260072838895,307.76227545912093,311.0987243652344,2241900
FDX,2026-01-12,309.21636520773376,312.1843433114104,307.2642879339406,310.6605224609375,1354500
FDX,2026-01-13,309.34584428682655,310.8596957855426,306.78621431286956,308.4096374511719,1425800
FDX,2026-01-14,307.87180021059856,312.4133849656966,307.2443392230315,312.2839050292969,1674200
FDX,2026-01-15,314.7240366464304,316.7159609290028,311.25807745278763,311.8955078125,1893800
FDX,2026-01-16,311.73615276495127,313.6384441176444,306.23845264218176,306.93560791015625,2018400
FDX,2026-01-20,303.9377815169671,308.73829596174727,298.8981850945964,299.8144836425781,2842100
FDX,2026-01-21,300.6311886347275,308.469406089718,298.0416809005802,305.7106018066406,1924200
FDX,2026-01-22,306.99535317796267,310.21232175742097,305.9496051129894,308.55902099609375,1414500
FDX,2026-01-23,307.5033049592044,308.5590223762611,301.19887810472966,302.98162841796875,1741600
FDX,2026-01-26,303.98757220720603,304.84408507697106,299.72485537094116,303.2406005859375,1513100
FDX,2026-01-27,303.7684557736897,312.8615950669953,302.6231053799709,311.15850830078125,2121300
FDX,2026-01-28,310.47129361136723,316.20801495769336,310.44141596248255,313.3794860839844,1393500
FDX,2026-01-29,315.95901254754784,318.6381530761719,313.18030012261795,318.6381530761719,1641400
FDX,2026-01-30,314.27583317680586,321.44677256132115,314.27583317680586,320.94879150390625,2588600
FDX,2026-02-02,320.5504329063076,334.2548518005071,320.2018400653129,333.94610595703125,2604300
FDX,2026-02-03,341.9536446155424,353.7159553021407,340.9178354579709,352.0028991699219,3995500
FDX,2026-02-04,354.68202073836835,363.87476192941244,354.1242843899074,361.07611083984375,2531500
FDX,2026-02-05,360.5383095981374,364.98029241591644,355.8074892373884,362.4903869628906,2339500
FDX,2026-02-06,362.6098759811545,369.36249795211046,360.8570033147054,367.7391052246094,2196400
FDX,2026-02-09,366.46428691370306,368.18728198863835,361.6737113820058,363.1278076171875,1484500
FDX,2026-02-10,362.72943627750067,367.5000732116157,360.77732853064816,366.46429443359375,1478500
FDX,2026-02-11,368.5059885219131,373.2865945936457,365.44837748466784,365.6774597167969,1849000
FDX,2026-02-12,364.641660207591,379.32213268161087,360.94664911402134,367.9681701660156,3682000
FDX,2026-02-13,368.50599711291596,376.9915837260896,363.1576852071033,373.2069396972656,1846800
FDX,2026-02-17,376.43383933753506,380.447565518383,372.47986845312835,373.7845764160156,1165300
FDX,2026-02-18,373.50571999301013,382.0411230375156,373.50571999301013,381.5331726074219,1510300
FDX,2026-02-19,379.46158293143975,382.84784819631426,378.14690558569396,381.59295654296875,1198700
FDX,2026-02-20,380.2185102626933,389.69008939572353,379.4515999746702,386.911376953125,1512800
FDX,2026-02-23,386.1843094621355,390.0685556254375,378.7544406067576,382.1606140136719,1619900
FDX,2026-02-24,382.16061686704467,388.0069096531254,381.08499115008055,384.9991149902344,898500
FDX,2026-02-25,386.59268264146675,388.4252494015774,380.23843908303155,381.045166015625,1372100
FDX,2026-02-26,383.44542227660446,390.4071878795376,383.4354529290539,386.1145935058594,1787000
FDX,2026-02-27,384.84973339800234,391.27367095159275,383.9732818534521,385.4373474121094,2749200
FDX,2026-03-02,382.80799514607435,385.91542256715854,380.01931330012343,385.68634033203125,1447800
FDX,2026-03-03,374.20288258956845,383.38565439585244,372.30059132534024,380.9853820800781,1664700
FDX,2026-03-04,382.26022483538253,385.4373464795138,377.72860927611623,382.5390930175781,1913700
FDX,2026-03-05,381.114873284094,382.7283270757083,369.81069700092377,371.84246826171875,1885600
FDX,2026-03-06,363.4963175393468,363.4963175393468,352.4411312780182,357.6500244140625,2834100
FDX,2026-03-09,351.6099853515625,361.989990234375,346.010009765625,361.1000061035156,1912800
FDX,2026-03-10,363.29998779296875,368.45001220703125,358.4100036621094,359.4700012207031,1523300
FDX,2026-03-11,359.7799987792969,362.05999755859375,355.8999938964844,361.3900146484375,1024900
FDX,2026-03-12,355.69000244140625,359.6199951171875,352.2799987792969,353.1300048828125,1573100
FDX,2026-03-13,354.70001220703125,356.6000061035156,348.7799987792969,351.67999267578125,1705400
FDX,2026-03-16,355.29998779296875,357.5199890136719,352.30999755859375,352.3500061035156,1231200
FDX,2026-03-17,357.6400146484375,357.6400146484375,350.510009765625,354.6600036621094,1488900
FDX,2026-03-18,354.6499938964844,355.989990234375,348.80999755859375,349.739990234375,1223900
FDX,2026-03-19,345.55999755859375,356.6700134277344,344.1499938964844,356.1099853515625,4849900
FDX,2026-03-20,380.82000732421875,383.17999267578125,356.5400085449219,358.8500061035156,6967900
FDX,2026-03-23,365.0,369.8699951171875,355.54998779296875,355.7799987792969,2520700
FDX,2026-03-24,353.05999755859375,360.29998779296875,350.95001220703125,359.9599914550781,2102500
FDX,2026-03-25,361.1499938964844,362.0,352.760009765625,357.5199890136719,2225600
FDX,2026-03-26,355.2699890136719,355.3399963378906,349.3599853515625,349.54998779296875,1589500
FDX,2026-03-27,348.6199951171875,349.010009765625,342.1700134277344,343.9700012207031,1596200
FDX,2026-03-30,347.8699951171875,347.8999938964844,341.25,341.760009765625,1289300
FDX,2026-03-31,346.1400146484375,356.8599853515625,344.3800048828125,356.17999267578125,2013000
FDX,2026-04-01,358.8900146484375,365.92999267578125,357.79998779296875,359.30999755859375,1906300
FDX,2026-04-02,354.0,364.55999755859375,353.5,361.6300048828125,1418200
FDX,2026-04-06,359.2099914550781,360.8900146484375,356.7200012207031,358.8399963378906,1275900
FDX,2026-04-07,357.9200134277344,360.1600036621094,354.8599853515625,357.0,1045000
FDX,2026-04-08,364.0,373.4599914550781,364.0,373.42999267578125,1875600
FDX,2026-04-09,372.8699951171875,380.1400146484375,371.7200012207031,377.0,1614300
FDX,2026-04-10,377.55999755859375,378.7799987792969,373.0400085449219,374.0799865722656,1139400
FDX,2026-04-13,370.2699890136719,373.95001220703125,368.3800048828125,371.8900146484375,1226300
FDX,2026-04-14,362.95001220703125,371.6700134277344,362.1400146484375,370.1400146484375,2181400
FDX,2026-04-15,367.8900146484375,370.0,360.6199951171875,364.9200134277344,1652500
FDX,2026-04-16,364.4800109863281,380.8900146484375,363.30999755859375,380.8800048828125,1645900
FDX,2026-04-17,383.3699951171875,392.8599853515625,382.29998779296875,392.3800048828125,2326500
FDX,2026-04-20,390.1499938964844,395.8999938964844,388.989990234375,393.760009765625,1161000
FDX,2026-04-21,395.4800109863281,399.6700134277344,391.75,394.5899963378906,1484800
FDX,2026-04-22,395.95001220703125,396.25,385.3500061035156,385.95001220703125,1340600
FDX,2026-04-23,391.8500061035156,396.0,388.45001220703125,392.69000244140625,1463400
FDX,2026-04-24,392.3900146484375,392.5,386.2099914550781,387.9800109863281,858800
FDX,2026-04-27,387.8599853515625,392.3500061035156,384.5799865722656,387.8900146484375,1061600
FDX,2026-04-28,388.4599914550781,392.1499938964844,382.2699890136719,390.2099914550781,1210100
FDX,2026-04-29,390.7799987792969,395.4700012207031,383.0199890136719,388.5899963378906,1316500
FDX,2026-04-30,390.67999267578125,404.0299987792969,387.489990234375,403.30999755859375,1941000
FDX,2026-05-01,403.0,403.8500061035156,393.2699890136719,393.6700134277344,1071000
FDX,2026-05-04,379.5,379.5799865722656,354.1400146484375,357.79998779296875,5025200
FDX,2026-05-05,357.0,365.54998779296875,357.0,362.75,1840800
FDX,2026-05-06,364.5,378.25,364.5,377.19000244140625,2274100
FDX,2026-05-07,379.989990234375,381.0,373.4599914550781,375.92999267578125,1580400
FDX,2026-05-08,378.2099914550781,383.30999755859375,375.5,378.5799865722656,1369700
FDX,2026-05-11,380.7699890136719,384.17999267578125,376.4200134277344,378.8999938964844,931100
FDX,2026-05-12,379.760009765625,379.760009765625,372.25,376.4200134277344,996300
FDX,2026-05-13,378.30999755859375,379.8999938964844,367.1000061035156,369.70001220703125,1577800
FDX,2026-05-14,371.0,380.0799865722656,368.5400085449219,379.9800109863281,1448800
FDX,2026-05-15,376.75,377.45001220703125,372.5,375.7799987792969,1162800
FDX,2026-05-18,374.510009765625,375.5,367.1099853515625,369.7200012207031,1417900
FDX,2026-05-19,368.7900085449219,376.2900085449219,361.1099853515625,374.9700012207031,1572200
FDX,2026-05-20,376.8500061035156,388.94000244140625,375.510009765625,386.8399963378906,1419400
FDX,2026-05-21,387.239990234375,392.2799987792969,380.510009765625,388.9100036621094,939000
FDX,2026-05-22,393.9200134277344,398.79998779296875,392.0,394.20001220703125,1508100
FDX,2026-05-26,397.2300109863281,403.0299987792969,397.2099914550781,400.0,1243500
